Id,Item,DOI,Year,Publication,Abstract,Full_Text_File,Caroline Staub,Jennifer Cisse,Reconciled,Reconciliation Notes
85044929831,The risk of second-best adaptive measures: Farmers facing drought in Thailand,10.1016/j.ijdrr.2018.01.032,2018,International Journal of Disaster Risk Reduction,"The measures taken by farmers to adapt to climate events are generally characterized in terms of the required resources and their effects, and based on these effects, measures are typified as leading to short-term or long-term adaptation, or to maladaptation. This paper examines the short-term effects of adaptive measures taken by farmers in Suphanburi Province, Thailand, to deal with the major hydrological drought in 2015 and 2016. The farmers implemented diverse measures aimed at increasing access to water, reducing their need for irrigation water or obtaining a non-agricultural income. Less than one third of interviewed farmers were able to implement first-best adaptive measures, which involved little risk as farmers had secure access to alternative sources of water and to markets. The other farmers were unable to implement these measures. Half of the farmers opted for second-best measures, which involved risky attempts to increase access to water or to shift to other productions. Farmers also took other second-best adaptive measures that involved much less risk, such as non-agricultural activities, but that only provided a limited income. Therefore, based on their short-term effects, most adaptive actions could not be typified in terms of increasing or decreasing farmers’ vulnerability to drought, but far better in terms of the risks they involved.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.ijdrr.2018.01.032.pdf,,,,
85052927648,Understanding climate resilience in Ghanaian cocoa communities – Advancing a biocultural perspective,10.1016/j.jrurstud.2018.08.010,2018,Journal of Rural Studies,"This paper aims to contribute to the ongoing conceptual development and practical pursuit of resilience, the ability to absorb and respond to shocks, in an agricultural and climate change context. It builds on work that aims to dissolve the nature-society dualism and naturalisation of power relations inherent in systems thinking by developing and extending a framework originally conceived to integrate research on biological and cultural diversity. The resultant ‘biocultural’ framework examines livelihood practices, institutions, knowledge and beliefs and is applied to a case study of cocoa communities in Ghana's Central Region. Drawing on data collected over three years spanning an El Niño Southern Oscillation (ENSO) related drought event, the analysis demonstrates the utility of an expanded conception of resilience that links livelihood practices, which define the impact and response to droughts, with the constituent knowledge, institutions and beliefs that shape those practices. The study focuses on two key factors that underpin cocoa farmers' resilience to climate shocks: access to wetlands and access to credit. We argue that particular characteristics of livelihood practices, knowledge, belief and institutions, and their interactions, can be both resilience enhancing and undermining, when viewed at different spatial, temporal and social scales. Although such contradictions present challenges to policy-makers engaging with climate resilience, the analysis provides a clearer diagnoses of key challenges to the resilience of agricultural systems and insights into where policy interventions might be most effective.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.jrurstud.2018.08.010.html,,,,
85098815561,Coping With Drought: Reflection Of Communal Cattle Farmers In Umzingwane District In Zimbabwe,10.4102/jamba.v11i1.813,2019,Jamba Journal of Disaster Risk Studies,"The frequency of drought presents huge challenges to rural farming communities in rural Africa. To circumvent negatives of drought, rural Zimbabwean farmers have devised coping strategies some of which are detrimental to the cattle enterprise. Using the sustainable livelihoods framework, this article sought to examine prevalent coping strategies in Umzingwane district in Zimbabwe, some of which lay a foundation for building resilience drought. Qualitative approaches underpinned by descriptive survey design guided data collection processes with structured and non-structured questionnaires administered to unravel drought coping behaviours of rural farmers. The findings reflect that farmers largely rely on moisture-sensitive coping strategies, an indication that rural farmers have not embraced contemporary cattle management practices. The coping strategies reflect a poorly engaged farming community which has been relegated to mere spectators in the industry, despite owning a significant fraction of the national herd. Communal farmers are encouraged to embrace savings clubs, insurance and fodder banks concepts to complement natural grazing and decisively deal with drought by spreading the risks and investing in proactive processes.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.4102_jamba.v11i1.813.pdf,,,,
85071403118,Evaluating producer preferences and information processing strategies for drought risk management tools in Bangladesh,10.1016/j.wdp.2019.100132,2019,World Development Perspectives,"We use stated preference data to study farmers’ preferences for two alternative strategies to manage drought risks in Bangladesh. A choice experiment on drought tolerant rice varieties and weather index insurance was administered to 2306 farmers. Two overarching preference classes or meso-groups were identified using an equality constrained latent class model, each containing various patterns of attribute non-attendance. Our analysis finds that farmers rely on information processing strategies to simplify risk management tool decisions to mitigate drought risk. Differences in the use of farm inputs, and access to savings mechanisms, both formal and informal, are shown to affect decision making.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.wdp.2019.100132.html,,,,
85077640164,Governing Seeds in East Africa in the Face of Climate Change: Assessing Political and Social Outcomes,10.3389/fsufs.2019.00053,2019,Frontiers in Sustainable Food Systems,"Climate change is already negatively affecting Sub Saharan African agriculture. One of the most effective ways to adapt on farm is to switch crop varieties. This technological change depends on the policies and institutions involved in governing the seed systems on which farmers rely for access to suitable seeds. Whilst the need for seed systems to adapt and become more resilient is indisputable, the question of how this is best achieved is debated. The dominant seed system development pathway promoted by international development actors is characterised by formalisation and commercialisation of the seed sector. In order to assess political and social outcomes of this development agenda, we compare maize seed system development in Ethiopia, Malawi and Tanzania, combining policy analysis with quantitative analysis of farmers’ seed use. We show that while the development policies promoted by international donors have similar objectives in the three countries, national policies and the seed systems farmers use differ substantially. National policies are shaped by political and historical factors and established in an interplay between state institutions, international donors and private input suppliers. Drawing on a new livelihood dataset, we show that the formalization agenda is most visible in maize seed systems, with 25%, 61% and 58% of the maize farmers planting improved maize varieties in the study sites in Ethiopia, Malawi and Tanzania respectively. The inroads of improved maize, and particularly hybrid maize, in farmers’ seed systems reflects these seeds high profitability for private seed companies. The tenuous use of improved varieties in crops such as sorghum reflects the limitation of the private sector-based seed system development approach in other crops and illustrates the need for public governance. Comparison of households cultivating improved maize with households cultivating local maize reveals that the first group is significantly wealthier and more food secure than the latter. This suggests that better-off households are likely to benefit first from the commercial formalization agenda. We argue that climate-smart seed policies and seed system development strategies must be sensitive to differences between farming systems and different groups of farmers if they are to deliver socially fair outcomes.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.3389_fsufs.2019.00053.pdf,,,,
85071883664,Indigenous knowledge and climate change adaptation of ethnic minorities in the mountainous regions of Vietnam: A case study of the Yao people in Bac Kan Province,10.1016/j.agsy.2019.102683,2019,Agricultural Systems,"This study focuses on the accumulated indigenous knowledge of the Yao ethnic minority in Bac Kan Province of Vietnam. Through centuries of observation and experimentation, the Yao people have developed complex farming systems, cultural practices, and a knowledge base well-suited to their environments. Data for this study was collected through surveys, interviews, and focus group discussions to gather indigenous knowledge on native crop varieties and animal breeds, weather forecasting, and the timing and location of cultivation practices. In so doing, this study documents unique examples of how indigenous knowledge is being used alone and blended with scientific knowledge to make accurate decisions and help local communities adapt to climate change. The case of the Yao people in northern Vietnam supports the argument that if indigenous knowledge were better integrated into adaptation planning and policies, its conservation and application would enhance resiliency to climate change in indigenous communities and beyond.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.agsy.2019.102683.pdf,,,,
85059550733,Low-cost interventions for big impacts in dryland production systems,10.1080/03650340.2018.1560426,2019,Archives of Agronomy and Soil Science,"ABSTRACT A study at selected action sites in semi-arid region of Andhra Pradesh, India, showed widespread land degradation due to low levels of soil organic carbon (78% of fields) and deficiencies of available nutrients like phosphorus (34%), sulfur (93%), calcium (33%), zinc (84%), boron (73%), and copper (33%). Soil test-based addition of deficient micro- and macronutrients increased food grain production by 30–40% and straw (which is used as fodder) production by 10–30%. Micro-watershed scale low-cost cement-lined farm-ponds at smallholder farm level proved a scalable technology for drought-proofing of crops resulting into additional crop yield by more than 30% during 2015. Augmentation of water sources also facilitated farmers’ to successfully diversify the production system. Shared machinery resources improved the operational and economic efficiency of farm sowing operations through higher crop yields by around 10%. We conclude that a mix of low-cost critical interventions if out-scaled in a large number of dryland small holdings through policy support may not only improve productivity and livelihoods, but also enhance their abilities to effectively cope with the climatic aberrations.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1080_03650340.2018.1560426.pdf,,,,
85064313837,Participatory agroecological research on climate change adaptation improves smallholder farmer household food security and dietary diversity in Malawi,10.1016/j.agee.2019.04.004,2019,Agriculture Ecosystems and Environment,"This study examines whether agroecological farming practices, when employed by highly vulnerable households in sub-Saharan Africa, can improve food security and dietary diversity. The research involved a four-year study with 425 smallholder households, selected purposively based on high levels of food insecurity and/or positive HIV status. The households carried out agroecological experiments of their own choosing over a four-year period. Baseline (n = 306) and follow-up (n = 352) surveys were conducted in 2011 and 2013 respectively to assess changes in farming practices, food security, crop diversity and dietary diversity. Longitudinal mixed effects models were used with 203 matched households to estimate determinants of change in food security and dietary diversity at the population level. Qualitative interviews and focus groups were also conducted to provide depth to the survey findings. The findings show that participatory agroecology experimentation increased intercropping, legume diversification and the addition of compost, manure and crop residue amendments to the soil. Intercropping was associated with food security and the use of organic soil amendments was associated with gains in dietary diversity in bivariate analysis. Household food security and dietary diversity increased significantly over a 2-year period. Importantly, multivariate models showed that spousal discussion about farming was strongly associated with increased household food security and dietary diversity. Households who discussed farming with their spouse were 2.4 times more likely to be food secure and have diverse diets. Addition of compost or manure to the soil significantly influenced dietary diversity. These findings indicate that poor, vulnerable farmers can use agroecological methods to effectively improve food and nutritional security in sub-Saharan Africa. The study also highlights how linking agroecology to participatory research approaches that promote farmer experimentation and gender equity also lead to greater health and well-being. The study sheds light on how agroecological approaches can rapidly improve food security and dietary diversity, even under conditions of acute social, health or ecological stress. It draws attention to issues of equity and farmer-led approaches in addressing food security and nutrition.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.agee.2019.04.004.pdf,,,,
85065835842,Perceived effects of drought on household food security in South-western Uganda: Coping responses and determinants,10.1016/j.wace.2019.100201,2019,Weather and Climate Extremes,"Food insecurity is a region–wide problem in Sub-Saharan Africa, exacerbated by severe drought, with devastating impacts at the household level. However, farmers' coping strategies and their determinants remain under–documented. In this study, we: 1) characterise relationships between perceptions of drought and food insecurity and corresponding household coping responses, 2) compare livelihood characteristics of farmers that perceived food insecurity as a problem and those who did not, and 3) investigate how household-level characteristics correspond to household coping strategies. Our study is exploratory in nature: we administered a questionnaire to 140 farmers in Isingiro district in South-west (SW) Uganda whose livelihood is predominantly dependent on crop production. We employ binomial and multinomial logistic regression models to identify the determinants of the respondents’ perceptions, how household characteristics correspond to household perceptions of food insecurity, and factors that affect coping responses. Our data show that 68.6% of the respondents perceived food insecurity as a problem in their household. Access to credit for crop cultivation increased the likelihood (p < 0.05) that farmers will be more aware and concerned about household food security status. Farmers were more likely to use the credit as a buffer against food insecurity. Whilst drought is widely perceived (by 95.6%: 133) as a problem contributing to food insecurity, the coping responses are wide-ranging. However a considerable 13% (of the total) reported to be “doing nothing” to respond to the drought effects. Notably, farmers that did not perceive food insecurity as a problem have higher (p = 0.01) off-farm incomes and larger (p = 0.00) farm sizes on average compared to those that did. Significant (p < 0.05) determinants of coping strategies include a combination of size of farmland, total income from crops, number of livestock and marital status. Broadly, our study indicates that households believe they are most at–risk of drought–induced food insecurity. Access to credit and alternative means of livelihood may offer resilience building options.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.wace.2019.100201.html,,,,
85110745903,"Small grain production as an adaptive strategy to climate change in Mangwe District, Matabeleland South in Zimbabwe",10.4102/jamba.v11i1.652,2019,Jamba Journal of Disaster Risk Studies,"This article assesses the feasibility of small grains as an adaptive strategy to climate change in the Mangwe District in Zimbabwe. The change in climate has drastically affected rainfall patterns across the globe and in Zimbabwe in particular. Continuous prevalence of droughts in Zimbabwe, coupled with other economic calamities facing the Southern African country, has contributed to a larger extent to the reduction in grain production among communal farmers, most of whom are in semi-arid areas. This has caused a sudden increase in food shortages, particularly in the Mangwe District, as a result of erratic rainfall, which has negatively affected subsistence farming. This article was deeply rooted in qualitative research methodologies. Purposive sampling was used to sample the population. The researchers used key informant interviews, focus group discussions and secondary data to collect data. Data were analysed using INVIVO software, a data analysis tool that brings out themes. The results of the study are presented in the form of themes. The study established that small grains contributed significantly to addressing food shortages in the Mangwe District. The study results revealed that small grains were a reliable adaptive strategy to climate change as they increased food availability, accessibility, utilisation and stability. Despite the significant contribution of small grains to addressing food shortages, there is a need for the government to come up with a vibrant small grains policy, and government support that is visible as well as market creation for small grains. The study further recommends that small grains in semi-arid areas can be a panacea to food insecurity in Zimbabwe.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.4102_jamba.v11i1.652.pdf,,,,
85084667926,Agricultural land use change under climate variability and change: Drivers and impacts,10.1016/j.jaridenv.2020.104202,2020,Journal of Arid Environments,"Few comprehensive studies have clearly addressed climate change impacts on agricultural land use change in developing countries. Also, land use studies have rarely reflected the perception of farmers concerning the drivers and consequences of land use change. This study aimed to evaluate agricultural land use changes using the case of Eij County, Iran, and determine the perceived drivers and consequences of land use conversion under climate change. To investigate the potential drivers of land use change, semi-structured interviews were conducted with 26 rural households. Also, to reveal the consequences of land use change, 185 farmers were surveyed. The results indicated that farming practices have transformed from almost entirely growing annual crops into the cultivating trees as the main crop with cereals as a subsidiary crop. Moreover, the changes in agricultural land use were found to be driven by the interplay between natural, institutional, economic, social, and psychological factors. Using grounded theory, the causal, contextual, and intervening drivers of agricultural land use conversion were identified, and their sequences and relationships were established. The findings also revealed that the rational adjustment in land use patterns poses great economic benefits and reduces the vulnerability of rural households, in the face of recurrent droughts.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.jaridenv.2020.104202.pdf,,,,
85083682842,"Analysis of farm households’ perceived climate change impacts, vulnerability and resilience in Ghana",10.1016/j.sciaf.2020.e00397,2020,Scientific African,"Analysis of climate impacts, vulnerability and resilience is crucial to understand how humans relate with global environmental changes. Against the backdrop of lack of comprehensive information on assessment on these indicators within Ghana's context, this study used cross-sectional data from 300 farmers from two districts of Ghana to analyze climate change through a subjective approach. The data was analysed using ordered probit regression. The result established that, majority of the farm households perceived significantly high impacts of climate change on their livelihoods; low to very low climate vulnerability; and high to very high resilience to climate change. The factors that explained the level of climate impact were age, credit access, number of unemployed households, household per capita expenditure, and number of times of flood a farmer experienced in recent times. The estimated climate vulnerability level of the farmers was significantly influenced by education, credit, membership of farmer based organization (FBO), unemployed household members, non-farm income, environmental warning and droughts. Also, climate resilience of the farmers was significantly influenced by the location, credit access, FBO membership, consumption expenditure, drought and source of domestic water. The result established that a broader consultation and strategy is required to address the consequences of climate change and to improve the resilience of farm households in Ghana.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.sciaf.2020.e00397.html,,,,
85090157329,Assessment of smallholder farmers’ adaptive capacity to climate change: Use of a mixed weighting scheme,10.1016/j.jenvman.2020.111275,2020,Journal of Environmental Management,"Weighting scheme definition represents an important step in assessment of adaptive capacity to climate change with indicator approach since it defines the trade-offs among indicators or components and can be source of uncertainty. This study aims to assess smallholder farmers' adaptive capacity to climate change by using a mixed weighting scheme that reflect farmers’ perceived importance of adaptive capacity components to inform policy makers. To achieve that objective, the sustainable livelihood framework was adopted and indicator approach was used for the assessment. The mixed weighting scheme were defined by using both equal weights and experts judgement methods during the assessment process. The mixed weighting scheme index is compared to the case where equal weights are applied in the assessment process and an uncertainty analysis was performed on relative standard deviation through a Monte Carlo simulation. Primary Data were collected from 450 farmers in two communities in northern Benin with a structured questionnaire and through focus groups discussion. The results show that smallholder farmers in both communities do not have the same perceived importance of adaptive capacity components. The index scores show that farmers have in majority low adaptive capacity. When weighted product aggregation method is used, there is more uncertainty related to the index computed with the mixed weighting scheme, but it leads to the same characterisation when compared with the index computed with the equal weights. It is recommended that mixed weighting scheme should be preferred for the assessment of adaptive capacity and weighted product aggregation method should be used.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.jenvman.2020.111275.pdf,,,,
85076837606,Resilience of agriculture in a climatically vulnerable state of India,10.1007/s00704-019-03061-x,2020,Theoretical and Applied Climatology,"The issue of climate change impact on agriculture and developing resiliency is of prime importance to ensure food and livelihood security. A study was conducted in Odisha, a climatically vulnerable state of India, to assess the resilience of agriculture on the basis of district-wise agricultural scenario worked out through a composite agricultural scenario index (ASI) for the period 2001–2002 to 2013–2014 and to study adaptation mechanisms developing resilience. As irrigation, socio-economic and climatic variability scenario influence resilience of agriculture, these were also studied through relevant indexes and mapped with help of Arc GIS software. The maximum and minimum ASI value among all 30 districts of Odisha during the study period have ranged from 86.30 to 65.80 and 24.60 to 12.80, respectively, showing the fluctuations that may be attributed to the climatic aberrations. The coastal districts Balasore and Bhadrak have showed a relatively better resilience of agriculture in the years of climatic disasters maintaining the ASI value at a higher level as compared to other districts due to better groundwater irrigation and socio-economic scenario in those districts. However, other coastal districts have shown less resilience with decrease of ASI value to a greater extent in the years of climatic hazards. Therefore, the adaptation mechanisms in case of natural resource management, crop farming, livestock farming and institutional innovations were delineated in a resilient coastal district of Balasore and non-coastal district of Khurda. Adoption of climate resilient technologies by farm households has helped in bringing resilience of agriculture to climate change.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1007_s00704-019-03061-x.html,,,,
85097137628,Simulating Small-Scale Agricultural Adaptation Decisions in Response to Drought Risk: An Empirical Agent-Based Model for Semi-Arid Kenya,10.3389/frwa.2020.00015,2020,Frontiers in Water,"In Eastern Africa, increasing climate variability and changing socioeconomic conditions are exacerbating the frequency and intensity of drought disasters. Droughts pose a severe threat to food security in this region, which is characterized by a large dependency on smallholder rain-fed agriculture and a low level of technological development in the food production systems. Future drought risk will be determined by the adaptation choices made by farmers, yet few drought risk models … incorporate adaptive behavior in the estimation of drought risk. Here, we present an innovative dynamic drought risk adaptation model, ADOPT, to evaluate the factors that influence adaptation decisions and the subsequent adoption of measures, and how this affects drought risk for agricultural production. ADOPT combines socio-hydrological and agent-based modeling approaches by coupling the FAO crop model AquacropOS with a behavioral model capable of simulating different adaptive behavioral theories. In this paper, we compare the protection motivation theory, which describes bounded rationality, with a business-as-usual and an economic rational adaptive behavior. The inclusion of these scenarios serves to evaluate and compare the effect of different assumptions about adaptive behavior on the evolution of drought risk over time. Applied to a semi-arid case in Kenya, ADOPT is parameterized using field data collected from 250 households in the Kitui region and discussions with local decision-makers. The results show that estimations of drought risk and the need for emergency food aid can be improved using an agent-based approach: we show that ignoring individual household characteristics leads to an underestimation of food-aid needs. Moreover, we show that the bounded rational scenario is better able to reflect historic food security, poverty levels, and crop yields. Thus, we demonstrate that the reality of complex human adaptation decisions can best be described assuming bounded rational adaptive behavior; furthermore, an agent-based approach and the choice of adaptation theory matter when quantifying risk and estimating emergency aid needs.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.3389_frwa.2020.00015.html,,,,
85089520526,Synergy between adaptations and resilience of livelihood from climate change vulnerability: A group-wise comparison of adapters and non-adapters,10.1371/journal.pone.0236794,2020,Plos One,"The similarities, differences, and contradictions regarding climate change adaptation and resilience by academics and practitioners have already been documented. It is the need of time to set new precedence by observing the adaptations and resilience as tools to respond to the climate variations. This study analyzed the influence of climate change adaptations and synergy between resilience from livelihood vulnerability and adaptations. A field survey of 489 farming households is conducted with the help of a well-structured questionnaire from four districts of the south part of Punjab province of Pakistan. This study uses the Endogenous Switching Regression model for the sake of analysis. The outcomes of the study reveal that age, education, family size, total land, and seed price have significant linkage with the adoption of adaptations. The synergistic effects of adaptation and resilience are also visible here as the adaptations factors are significantly contributing towards yield, per capita income, poverty, and poverty gap of the respondents. This study suggests the provision of proper education and smart technology to help in enhancing the adaptive capacity of farmers. More imperatively, adaptations to climate variations can be concluded as a remedial tool for resilient livelihood. It is believed that the present study can be considered as a guide for future research on other regions of Pakistan and neighboring countries.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1371_journal.pone.0236794.pdf,,,,
85115200969,Assessing small livestock herders’ adaptation to climate variability and its impact on livestock losses and poverty,10.1016/j.crm.2021.100358,2021,Climate Risk Management,"Livestock has a considerable role in the well-being of poor rural households in many developing countries. On the other hand, its productivity is adversely affected by climatic changes mainly due to the absence or non-adoption of effective and modern mitigation and adaptation strategies. The geographical locations and socio-economic conditions of developing countries make livestock herders, especially the smaller ones, more vulnerable while their capabilities to mitigate the adverse effects with limited resources will exacerbate the situation in the future. Most of the efforts to face climatic changes are directed at crop sector while only a few studies document such actions to safeguard livestock sector with similar focus notwithstanding the huge impact of these stimuli on this sub-sector of agriculture. This study uses propensity score matching (PSM) to assess the causal impact of climate change adaptation strategies on livestock losses and poverty by using the primary data set of 405 small livestock herders of Punjab, Pakistan. The PSM analysis points towards a massive potential for reducing these losses. The livestock losses and poverty index are shown to decline respectively by 30–48% and 4–22% for the farmers adopting a mix of mitigation strategies. Such outcome is believed to sustain environment and livestock herders’ well-being. Results indicate that livestock herders easily adopt those strategies that have greater linkages with accessibility and resource availability. Study reveals the significance of improving infrastructure for speedy access to information, resources and uninterrupted flow of veterinary services. The vet personnel also need to be equipped with precise statistics of disease existence, impacts, dispersal, and costs for control by restructuring and advancing data collection efforts that would entail coherent policy formulation amidst evidence-based outcomes. The results do imply allocation of huge investment in the information delivery system; competitive institutional services and particular safeguarding of the resource-poor farmers to sustain livelihoods, food security and rural development.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.crm.2021.100358.html,,,,
85101380835,Does receiving food aid influence the adoption of climate-adaptive agricultural practices? Evidence from Ethiopia and Malawi,10.1016/j.foodpol.2021.102041,2021,Food Policy,"This article provides evidence on the relationships between food aid and the adoption of climate adaptive agricultural practices (CAPs) in the context of smallholder households in Ethiopia and Malawi. Using bivariate and mixed recursive models, and drawing on three waves of nationally representative panel survey data, we find that receiving food aid significantly increases the probability of adopting soil and water conservation structures in both countries and increasing livestock holdings in Ethiopia. We argue that food aid influences the adoption of these resource-intensive practices directly by easing households’ constraints to capital and labour, and indirectly by enabling greater risk-taking. For less risky and less resource-intensive practices, namely organic fertilizer use and legume intercropping, the impacts of food aid on adoption are negative, suggesting a substitution effect triggered by food aid. We further examine the heterogeneous impacts of food aid in terms of variations in transfer values and the levels of low rainfall risk exposure experienced by households in order to better understand how targeting and food aid implementation features influence CAP adoption choices. Our analysis makes two important contributions: (1) it provides cross-country evidence on the productive impacts of food aid in smallholder contexts, and; (2) it demonstrates the value of leveraging existing social assistance interventions in order to achieve climate adaptation objectives.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.foodpol.2021.102041.pdf,,,,
85121152836,Effects of climate-smart agriculture adoption on performance of rice farmers in northeast vietnam,10.18488/journal.ajard.2021.114.291.301,2021,Asian Journal of Agriculture and Rural Development,"Agricultural production is increasingly vulnerable to risks and uncertainties associated with climate changes. Climate-smart agriculture (CSA) has been proposed to address challenges in agricultural production such as food security, water shortage, drought, and soil erosion, etc. The benefits of CSA adoption for farmers have been debated. Many previous studies have indicated that impacts seem to be affected by selection bias. However, controlling such selection bias has not been considered in studies on the CSA adoption. Thus, in this study, we analyzed the impacts of CSA adoption on major economic indicators for rice farmers. The Propensity Score Matching (PSM) method was employed to address such selection bias for a case study on rice farmers in Thai Nguyen province, Vietnam. Comparing main economic indicators, we found significant differences in rice yields and used seed inputs between CSA and non-CSA adopters. Ignoring selection bias control resulted in overestimation of economic returns. The results also indicate limited contribution of CSA adoption to a reduction in pesticide and herbicide usage, and an increase in use of organic fertilizers. Some implications for further research are also discussed.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.18488_journal.ajard.2021.114.291.301.pdf,,,,
85108823263,"Exploring climate change adaptation practices and household food security in the Middle Eastern context: a case of small family farms in Central Bekaa, Lebanon",10.1007/s12571-021-01188-2,2021,Food Security,"Agriculture is the most natural resource-intensive and climate-sensitive sector. This study examines the perceptions and attitudes of small family farmers toward climate change and identifies adaptation strategies supporting household food security in the Middle Eastern context, Lebanon. The study uses cross-sectional, primary data of households that own small family farms in the Central Bekaa region. The results show that the majority of the households believe that climate change is occurring, has adverse impacts on livelihoods, and is attributable to human factors. They perceived an increase in temperature and a decrease in rainfall patterns over the last 20 years. In response, the households used multiple agricultural practices to adapt to climate change. Based on the Household Food Insecurity Access Scale (HFIAS) scores, only 7.5% of the households were food secure, while 89% were mild to moderately food insecure. Generally, the households had modest access to nutritious diets. All the households used two or more environmentally sustainable agricultural practices. However, the use of multiple environmentally sustainable practices did not correlate with improved food security. This latter result may be due to the limited knowledge of the farmers about trade-offs between various climate change adaptation measures. The findings suggest the need to refocus research from the question of whether small family farmers are willing to adopt (or not) climate change adaptation practices to identifying those practices that are capable of balancing economic, social, and environmental goals in a specific context.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1007_s12571-021-01188-2.html,,,,
85119652372,Factors Affecting Multiple Climate Change Adaptation Practices of Smallholder Farmers in lower Eastern Kenya,10.4314/jae.v25i4.10,2021,Journal of Agricultural Extension,"The study investigated the socioeconomic and institutional factors influencing uptake of multiple climate change adaptation practices among smallholder farmers in lower Eastern Kenya. Multistage sampling procedure was used to select 384 small-scale farmers. Percentage and regression were used in the analysis. Among the socio-economic factors, gender positively and significantly influenced adoption of conservation agriculture and water harvesting at 5%, respectively. Among the institutional factors, distance to markets positively or negatively influenced uptake of all the technologies at 1% and 5%, respectively. Due to complementarity in adoption of all the seven adaptation practices, age and distance to nearest markets should be considered during technology dissemination. The study, therefore, calls for agricultural policy reforms that aim at designing incentive programmes which adequately address most of the socioeconomic and institutional issues related to uptake of adaptation practices as well as encouraging off-farm diversification.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.4314_jae.v25i4.10.pdf,,,,
85103722170,Improving the effectiveness of agricultural extension services in supporting farmers to adapt to climate change: Insights from northeastern Ghana,10.1016/j.crm.2021.100304,2021,Climate Risk Management,"The importance of extension services in helping smallholder farmers to address the many challenges of agricultural production cannot be over-emphasized. However, relatively few studies have been conducted that investigate how the capacities of agricultural extension agents can be built to more effectively assist smallholder farmers in managing climate risks and impacts. As climate change is a key threat to smallholder food production, addressing this issue is increasingly important. This paper aims to identify how agricultural extension agents in Ghana can better support smallholder farmers in navigating and addressing the effects of climate change on food production. It asks: (i) what are the sources of information used by agricultural extension agents in Ghana’s Upper East region? (ii) what are the capacity building needs of agricultural extension agents for effective communication of climate information for building resilient agricultural systems? (iii) what are the key barriers to successful extension outcomes for climate change adaptation? The paper uses a mixed methods approach including three regional stakeholder workshops, expert interviews and surveys with 32 agricultural extension agents in northeastern Ghana. Results addressing question (i) indicated that radios and television are the dominant sources of climate information for agricultural extension agents in the Upper East region. Findings targeting question (ii) identified capacity building needs such as developing extension agents’ technical skills, improving communication skills, improving knowledge and use of climate smart agricultural interventions such as soil moisture conservation methods, and training on information communication technologies (ICT) to deliver extension advice on climate change. Other needs included developing skills in field demonstration and project monitoring and evaluation. Addressing question (iii), key barriers confronted by agricultural extension agents in the delivery of extension on climate change included lack of transportation facilities for extension agents, lack of appropriate extension materials, high agricultural extension agent to farmer ratios, and inadequate funds to implement adaptation practices. Wider barriers reducing the effectiveness of extension efforts included farmer resistance to change and complex land tenure arrangements that do not allow investment. Periodic workshops should be organised for agricultural extension agents on the use of ICT to deliver extension services, whilst encouraging the use of audio-visuals in extension delivery. These efforts should be supported by regular assessments of extension agents’ capacity building needs.",/Users/zarrar/projects/ilri-climate-adaptation-effectiveness/scripts/outputs/step13/fulltext/doi_10.1016_j.crm.2021.100304.html,,,,
